old_index,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_basement,yr_built,waterfront_encoded,view_encoded,property_typ_apartment,property_typ_multi_generation_house,property_typ_semi_detached_house,property_typ_single_family_house,property_typ_top_floor_apartment
4037,690000,3,1.5,2540,9520,1.0,3,8.0,1040,1959,0,0,0.0,0.0,1.0,0.0,0.0
4038,390000,4,1.0,1140,6250,1.5,3,6.0,0,1958,0,0,1.0,0.0,0.0,0.0,0.0
4039,385000,3,2.0,1320,1297,3.0,3,7.0,0,1995,0,0,1.0,0.0,0.0,0.0,0.0
4040,619000,3,2.5,2040,7503,2.0,3,8.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
4041,494000,4,2.25,1790,42000,1.0,3,7.0,620,1983,0,0,0.0,0.0,1.0,0.0,0.0
4042,412450,3,2.0,1910,13505,1.0,3,8.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
4043,580000,3,1.75,1460,2800,2.0,3,7.0,0,1928,0,0,1.0,0.0,0.0,0.0,0.0
4044,269900,3,1.5,1420,22100,1.0,5,7.0,0,1957,0,0,1.0,0.0,0.0,0.0,0.0
4045,704300,4,1.5,1790,4080,1.5,5,7.0,0,1928,0,0,1.0,0.0,0.0,0.0,0.0
4046,267000,3,2.0,1390,6005,2.0,3,8.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
4047,310000,4,1.75,1880,12150,1.0,3,7.0,600,1976,0,0,0.0,0.0,1.0,0.0,0.0
4048,227064,3,1.5,1570,10824,2.0,3,7.0,0,1908,0,0,1.0,0.0,0.0,0.0,0.0
4049,925000,3,2.5,2690,7000,2.0,5,7.0,850,1943,0,0,0.0,0.0,1.0,0.0,0.0
4050,245000,3,1.75,1670,11452,1.0,3,8.0,0,1992,0,2,1.0,0.0,0.0,0.0,0.0
4051,339888,3,1.0,1040,7490,1.0,3,7.0,0,1969,0,0,1.0,0.0,0.0,0.0,0.0
4052,439000,4,2.0,1560,7500,1.0,4,7.0,0,1968,0,0,1.0,0.0,0.0,0.0,0.0
4053,400000,2,1.0,1470,6120,1.0,2,7.0,0,1940,0,0,1.0,0.0,0.0,0.0,0.0
4054,560000,3,2.25,2070,15002,1.5,3,8.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
4055,703011,2,1.0,1370,5922,1.0,3,8.0,240,1941,0,2,0.0,0.0,1.0,0.0,0.0
4056,363000,2,1.0,1120,4800,1.0,3,7.0,350,1926,0,0,0.0,0.0,1.0,0.0,0.0
4057,650000,4,2.75,2640,6240,2.0,3,9.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
4058,299950,3,1.0,1030,9916,1.0,4,7.0,0,1972,0,0,1.0,0.0,0.0,0.0,0.0
4059,228950,3,1.0,1120,6625,1.0,3,6.0,0,1942,0,0,1.0,0.0,0.0,0.0,0.0
4060,465000,4,1.75,1730,11700,1.0,3,7.0,850,1956,0,0,0.0,0.0,1.0,0.0,0.0
4061,725000,3,2.5,2090,9847,2.0,3,9.0,0,1983,0,2,1.0,0.0,0.0,0.0,0.0
4062,212500,3,1.0,920,14400,1.0,4,7.0,0,1977,0,0,1.0,0.0,0.0,0.0,0.0
4063,526000,4,2.25,2970,54450,2.0,3,8.0,0,1983,0,0,1.0,0.0,0.0,0.0,0.0
4064,383000,3,2.5,1720,10031,2.0,3,8.0,0,1993,0,0,1.0,0.0,0.0,0.0,0.0
4065,244000,3,1.75,1460,4692,1.0,3,7.0,0,1988,0,0,1.0,0.0,0.0,0.0,0.0
4066,565000,3,1.5,1540,3570,1.5,5,7.0,50,1930,0,0,0.0,0.0,1.0,0.0,0.0
4068,300000,3,2.0,1310,9855,1.0,3,7.0,0,1962,0,0,1.0,0.0,0.0,0.0,0.0
4069,405000,5,2.5,2430,4781,2.0,3,9.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
4070,979000,3,1.5,1700,14133,1.0,4,8.0,0,1954,0,1,1.0,0.0,0.0,0.0,0.0
4071,324888,4,1.75,2160,28750,2.0,4,8.0,0,1978,0,0,1.0,0.0,0.0,0.0,0.0
4072,445000,3,1.5,860,3200,1.0,3,6.0,0,1929,0,0,1.0,0.0,0.0,0.0,0.0
4073,761000,3,3.5,2050,2020,2.0,3,8.0,530,2006,0,0,0.0,0.0,1.0,0.0,0.0
4074,435000,4,2.0,1650,4745,1.0,3,7.0,520,1972,0,0,0.0,0.0,1.0,0.0,0.0
4075,252000,3,2.25,1570,8410,1.0,3,7.0,390,1991,0,0,0.0,0.0,1.0,0.0,0.0
4076,350000,3,1.75,1660,10150,1.5,3,7.0,0,1957,0,0,1.0,0.0,0.0,0.0,0.0
4077,875000,3,1.0,1220,8119,1.0,4,7.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
4078,940000,3,1.0,1220,8119,1.0,4,7.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
4079,280000,3,2.0,1780,11342,1.0,3,7.0,0,1964,0,0,1.0,0.0,0.0,0.0,0.0
4080,450000,3,2.5,2180,4226,2.0,3,8.0,0,2004,0,0,1.0,0.0,0.0,0.0,0.0
4082,382450,3,2.5,2220,20531,2.0,3,8.0,0,1998,0,0,1.0,0.0,0.0,0.0,0.0
4083,246700,3,2.0,1610,13309,1.0,4,7.0,0,1967,0,0,1.0,0.0,0.0,0.0,0.0
4084,220000,3,1.5,1070,9331,1.0,3,6.0,0,1956,0,0,1.0,0.0,0.0,0.0,0.0
4085,555750,3,1.0,1060,4880,1.0,2,6.0,150,1913,0,0,0.0,0.0,1.0,0.0,0.0
4086,262500,3,1.5,1160,8906,1.0,3,7.0,0,1962,0,0,1.0,0.0,0.0,0.0,0.0
4087,515000,2,1.0,910,4725,1.0,3,7.0,0,1949,0,0,1.0,0.0,0.0,0.0,0.0
4088,499500,3,2.5,2970,21907,2.0,3,9.0,0,1998,0,0,1.0,0.0,0.0,0.0,0.0
4089,135000,1,1.0,790,13062,1.0,3,6.0,0,1942,0,0,0.0,0.0,0.0,0.0,1.0
4090,462500,2,2.0,1540,7290,2.0,3,7.0,0,1948,0,0,1.0,0.0,0.0,0.0,0.0
4091,937500,4,2.5,3130,21100,1.0,3,9.0,600,1956,0,4,0.0,0.0,0.0,1.0,0.0
4092,458000,3,1.5,1470,9570,1.0,3,7.0,190,1941,0,0,0.0,0.0,1.0,0.0,0.0
4093,845000,4,2.75,3160,7143,1.5,3,8.0,1060,1933,0,0,0.0,0.0,1.0,0.0,0.0
4094,660000,3,2.25,2675,40910,2.0,3,8.0,0,1984,0,0,1.0,0.0,0.0,0.0,0.0
4095,265000,3,2.0,1340,6783,1.0,4,7.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
4097,280000,3,2.5,1800,8697,2.0,3,8.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
4100,125000,3,1.0,920,7276,1.0,4,6.0,0,1961,0,0,1.0,0.0,0.0,0.0,0.0
4101,634800,4,3.0,3280,4904,2.0,3,7.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
4102,269950,4,1.0,1440,9600,1.0,2,7.0,0,1964,0,0,1.0,0.0,0.0,0.0,0.0
4103,359950,3,2.25,1940,11612,1.0,4,8.0,840,1981,0,0,0.0,0.0,1.0,0.0,0.0
4104,417000,3,1.75,1590,11454,1.0,4,8.0,0,1979,0,0,1.0,0.0,0.0,0.0,0.0
4105,389000,2,2.0,1340,4122,1.0,3,8.0,0,2007,0,0,1.0,0.0,0.0,0.0,0.0
4106,1038000,4,2.5,3770,10893,2.0,3,11.0,0,1997,0,2,1.0,0.0,0.0,0.0,0.0
4107,698000,6,2.5,2680,11250,1.0,5,7.0,1340,1967,0,0,0.0,1.0,0.0,0.0,0.0
4108,685000,4,2.5,2820,10125,2.0,3,8.0,0,2008,0,0,1.0,0.0,0.0,0.0,0.0
4109,198500,3,1.75,1520,7137,1.0,3,5.0,0,1932,0,0,1.0,0.0,0.0,0.0,0.0
4110,350000,4,2.5,2560,5428,2.0,3,8.0,0,2012,0,0,1.0,0.0,0.0,0.0,0.0
4112,441000,3,1.5,1540,7200,1.0,3,7.0,0,1968,0,0,1.0,0.0,0.0,0.0,0.0
4113,462600,3,1.75,1430,11761,1.0,4,8.0,0,1964,0,0,1.0,0.0,0.0,0.0,0.0
4114,365070,4,2.5,2506,6232,2.0,3,7.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
4115,550000,4,2.0,2250,7500,1.0,5,7.0,1050,1956,0,0,0.0,0.0,1.0,0.0,0.0
4116,470000,5,1.75,2740,9600,1.0,4,7.0,1370,1945,0,0,0.0,0.0,1.0,0.0,0.0
4117,340000,3,1.75,1540,10400,1.0,3,6.0,0,1977,0,0,1.0,0.0,0.0,0.0,0.0
4119,405000,4,1.75,1690,8392,1.0,3,7.0,500,1979,0,0,0.0,0.0,1.0,0.0,0.0
4120,661000,4,2.25,1990,4600,1.5,4,8.0,570,1932,0,2,0.0,0.0,1.0,0.0,0.0
4121,635000,4,2.5,2410,7069,2.0,3,9.0,0,1993,0,0,1.0,0.0,0.0,0.0,0.0
4122,282000,2,1.0,1150,6098,1.0,3,7.0,200,1948,0,0,0.0,0.0,1.0,0.0,0.0
4123,235000,4,1.75,1720,10137,2.0,3,7.0,0,1956,0,0,1.0,0.0,0.0,0.0,0.0
4124,277500,3,2.0,1260,22100,2.0,4,7.0,0,1981,0,0,1.0,0.0,0.0,0.0,0.0
4125,346500,5,2.5,2020,8250,1.0,4,8.0,590,1978,0,0,0.0,0.0,1.0,0.0,0.0
4126,480000,5,2.25,2240,5500,1.0,3,7.0,750,1959,0,0,0.0,0.0,1.0,0.0,0.0
4127,360000,4,2.25,1930,6508,2.0,3,8.0,0,1996,0,0,1.0,0.0,0.0,0.0,0.0
4128,245000,3,2.5,1820,6785,1.0,3,7.0,400,1994,0,0,0.0,0.0,1.0,0.0,0.0
4129,625000,3,3.5,1560,1490,2.0,3,8.0,320,1995,0,0,0.0,0.0,1.0,0.0,0.0
4130,750500,5,3.0,2170,2440,1.5,4,8.0,720,1911,0,0,0.0,0.0,1.0,0.0,0.0
4131,525000,3,1.75,1600,9579,1.0,3,8.0,420,1977,0,0,0.0,0.0,1.0,0.0,0.0
4132,740000,4,3.5,3760,57063,2.0,3,9.0,810,1998,0,0,0.0,0.0,0.0,1.0,0.0
4133,523000,3,1.5,1240,7735,1.0,4,7.0,0,1957,0,0,1.0,0.0,0.0,0.0,0.0
4134,292000,3,1.75,1090,4500,1.5,5,8.0,0,1929,0,0,1.0,0.0,0.0,0.0,0.0
4135,625000,4,2.5,2740,9599,1.0,3,8.0,920,1961,0,2,0.0,0.0,1.0,0.0,0.0
4136,700000,3,2.5,3110,11727,2.0,3,9.0,0,2002,0,2,1.0,0.0,0.0,0.0,0.0
4137,399950,3,2.5,1610,1320,2.0,3,7.0,330,2007,0,0,0.0,0.0,1.0,0.0,0.0
4138,545000,4,3.5,1880,1341,3.0,3,8.0,230,2007,0,0,0.0,0.0,1.0,0.0,0.0
4139,339999,4,2.0,1740,6369,1.0,5,6.0,870,1954,0,0,0.0,0.0,1.0,0.0,0.0
4140,1210000,4,2.25,3270,6000,2.0,5,8.0,1090,1909,0,0,0.0,0.0,1.0,0.0,0.0
4141,545000,3,2.5,1990,5149,2.0,3,8.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
4142,260000,4,1.75,1960,8400,1.0,4,8.0,0,1967,0,0,1.0,0.0,0.0,0.0,0.0
4143,526000,3,1.75,1680,3420,1.0,3,7.0,720,1992,0,0,0.0,0.0,1.0,0.0,0.0
4144,701000,4,3.0,2910,8540,2.0,3,9.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
4145,290000,3,2.25,1500,7482,1.0,4,7.0,290,1968,0,0,0.0,0.0,1.0,0.0,0.0
4146,330600,1,1.0,580,1799,1.0,3,7.0,0,1908,0,0,0.0,0.0,0.0,0.0,1.0
4147,550500,3,1.75,2540,8280,1.0,3,7.0,1270,1949,0,0,0.0,0.0,1.0,0.0,0.0
4148,430000,2,1.0,950,6426,1.0,3,7.0,0,1949,0,0,1.0,0.0,0.0,0.0,0.0
4150,260600,2,1.0,810,4560,1.0,3,7.0,0,1928,0,0,1.0,0.0,0.0,0.0,0.0
4151,825000,5,3.0,4080,7500,2.0,4,8.0,1360,1961,0,2,0.0,0.0,1.0,0.0,0.0
4152,378950,4,2.0,1820,8400,1.0,5,7.0,520,1956,0,0,0.0,0.0,1.0,0.0,0.0
4153,435000,4,2.5,2650,9065,2.0,3,7.0,0,2000,0,0,1.0,0.0,0.0,0.0,0.0
4154,631000,3,2.25,1670,1396,2.0,3,9.0,420,2015,0,0,0.0,0.0,0.0,1.0,0.0
4155,415000,3,2.5,2480,8342,2.0,3,8.0,0,1986,0,0,1.0,0.0,0.0,0.0,0.0
4156,222000,3,1.75,1240,7560,1.0,3,8.0,170,1967,0,0,0.0,0.0,1.0,0.0,0.0
4157,245000,3,2.0,1390,8250,1.0,3,7.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
4158,720000,3,2.5,2880,10126,2.0,4,10.0,0,1985,0,0,1.0,0.0,0.0,0.0,0.0
4159,215000,3,1.0,1060,9954,1.0,4,7.0,0,1960,0,0,1.0,0.0,0.0,0.0,0.0
4160,579100,2,1.0,1070,2754,1.0,3,7.0,240,1924,0,0,0.0,0.0,1.0,0.0,0.0
4161,522500,4,1.75,1640,9299,1.5,4,7.0,770,1943,0,0,0.0,0.0,1.0,0.0,0.0
4162,489000,3,2.0,1510,3000,1.0,4,7.0,600,1972,0,0,0.0,0.0,1.0,0.0,0.0
4163,240000,3,1.0,1230,2353,1.5,4,6.0,0,1925,0,0,1.0,0.0,0.0,0.0,0.0
4164,420250,3,2.0,1510,3657,1.0,3,8.0,0,2007,0,0,1.0,0.0,0.0,0.0,0.0
4165,523000,4,2.5,3180,20870,2.0,3,8.0,1060,1967,0,0,0.0,0.0,1.0,0.0,0.0
4166,628000,4,2.0,2260,6000,1.0,3,8.0,830,1958,0,0,0.0,0.0,1.0,0.0,0.0
4167,320000,4,2.5,1920,7277,2.0,4,8.0,0,1990,0,0,1.0,0.0,0.0,0.0,0.0
4168,359950,3,2.5,1980,7800,2.0,3,8.0,0,1999,0,0,1.0,0.0,0.0,0.0,0.0
4169,232000,2,1.0,1200,8063,1.0,4,6.0,0,1958,0,0,1.0,0.0,0.0,0.0,0.0
4170,810000,4,2.25,2020,5600,1.0,4,8.0,810,1961,0,2,0.0,0.0,1.0,0.0,0.0
4171,245000,4,1.5,2010,7561,1.5,4,7.0,120,1921,0,0,0.0,0.0,1.0,0.0,0.0
4172,273000,3,2.25,1930,8192,1.0,3,7.0,460,1984,0,0,0.0,0.0,1.0,0.0,0.0
4173,1191000,5,2.5,2710,14989,1.0,3,8.0,990,1959,0,0,0.0,0.0,1.0,0.0,0.0
4174,438000,5,1.0,1950,6250,1.5,4,7.0,500,1917,0,0,0.0,0.0,1.0,0.0,0.0
4175,400000,3,1.75,2110,19600,1.0,4,8.0,0,1959,0,0,1.0,0.0,0.0,0.0,0.0
4176,340000,3,1.0,1250,4800,1.0,4,7.0,0,1951,0,0,1.0,0.0,0.0,0.0,0.0
4177,552000,2,2.5,1380,951,3.0,3,9.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
4178,790000,3,1.75,2050,4080,2.0,3,8.0,0,1991,0,0,1.0,0.0,0.0,0.0,0.0
4179,360000,3,1.5,1800,22000,2.0,3,8.0,0,1931,0,0,1.0,0.0,0.0,0.0,0.0
4180,235000,3,1.0,1310,15022,1.0,3,7.0,0,1934,0,0,1.0,0.0,0.0,0.0,0.0
4181,775000,2,1.0,1010,3600,1.0,3,7.0,0,1913,0,0,1.0,0.0,0.0,0.0,0.0
4182,489200,3,2.75,1850,9600,1.5,5,7.0,0,1965,0,0,1.0,0.0,0.0,0.0,0.0
4183,341000,3,2.25,1750,8900,2.0,4,8.0,0,1977,0,0,1.0,0.0,0.0,0.0,0.0
4184,335000,4,2.5,2154,6050,2.0,3,8.0,0,2012,0,0,1.0,0.0,0.0,0.0,0.0
4185,393500,3,1.75,1230,1441,2.0,3,8.0,220,2004,0,0,0.0,0.0,1.0,0.0,0.0
4186,360000,3,2.0,1960,8846,1.0,4,6.0,980,1940,0,3,0.0,0.0,1.0,0.0,0.0
4187,400800,4,1.0,1070,5750,1.0,3,6.0,200,1923,0,0,0.0,0.0,1.0,0.0,0.0
4188,585000,3,1.0,1450,5378,1.0,3,7.0,260,1939,0,0,0.0,0.0,1.0,0.0,0.0
4189,1600000,4,2.75,3680,5000,2.0,3,9.0,1200,1936,0,3,0.0,0.0,0.0,1.0,0.0
4191,300000,3,1.0,1220,13000,1.0,4,7.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
4192,1045000,4,2.75,2950,4560,2.0,5,7.0,1140,1912,0,0,0.0,0.0,1.0,0.0,0.0
4193,360000,3,1.5,1340,1110,2.0,3,7.0,300,1999,0,0,0.0,0.0,1.0,0.0,0.0
4194,665900,4,2.25,2870,5453,2.0,4,8.0,650,1926,0,1,0.0,0.0,1.0,0.0,0.0
4195,470000,4,1.0,2590,18224,1.5,4,7.0,590,1911,0,0,0.0,0.0,1.0,0.0,0.0
4196,581000,4,1.75,2090,8164,1.0,4,8.0,1020,1963,0,0,0.0,0.0,1.0,0.0,0.0
4197,527000,6,3.5,3000,8401,1.0,3,8.0,1500,1979,0,0,0.0,1.0,0.0,0.0,0.0
4198,423000,4,1.75,1730,7245,1.0,4,7.0,850,1955,0,0,0.0,0.0,1.0,0.0,0.0
4199,875000,4,3.5,2850,4416,1.5,3,7.0,810,1926,0,0,0.0,0.0,1.0,0.0,0.0
4200,410000,3,1.0,1020,6903,1.0,3,7.0,0,1951,0,0,1.0,0.0,0.0,0.0,0.0
4201,606000,3,2.5,2200,6005,2.0,3,9.0,0,1997,0,0,1.0,0.0,0.0,0.0,0.0
4202,654000,3,2.5,3240,60840,2.0,3,7.0,0,1997,0,0,1.0,0.0,0.0,0.0,0.0
4203,150000,3,0.75,490,38500,1.5,4,5.0,0,1959,0,0,1.0,0.0,0.0,0.0,0.0
4204,373000,3,2.5,2990,6771,1.0,3,7.0,1440,2003,0,0,0.0,0.0,1.0,0.0,0.0
4205,550000,5,2.0,2450,9488,1.0,4,7.0,1210,1900,0,0,0.0,0.0,1.0,0.0,0.0
4206,512500,3,2.5,1900,7604,2.0,3,8.0,0,1990,0,0,1.0,0.0,0.0,0.0,0.0
4207,360000,4,2.5,2640,7388,2.0,3,7.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
4208,369000,3,2.0,1340,1480,3.0,3,8.0,0,1997,0,0,1.0,0.0,0.0,0.0,0.0
4209,825000,4,2.5,3220,5262,2.0,3,9.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
4210,255000,3,2.0,930,11475,1.0,3,7.0,0,1978,0,0,1.0,0.0,0.0,0.0,0.0
4211,1285000,4,2.5,3240,10800,1.0,3,10.0,980,1946,0,0,0.0,0.0,0.0,1.0,0.0
4212,270000,5,2.5,2630,8470,1.5,4,8.0,0,1968,0,0,1.0,0.0,0.0,0.0,0.0
4213,480680,3,2.5,1730,4924,2.0,3,8.0,0,1996,0,0,1.0,0.0,0.0,0.0,0.0
4214,525000,4,1.75,2120,7725,1.0,3,8.0,900,1965,0,0,0.0,0.0,1.0,0.0,0.0
4215,291500,3,1.0,880,9238,1.5,5,6.0,0,1946,0,0,1.0,0.0,0.0,0.0,0.0
4216,305000,4,2.0,1800,13551,1.0,4,7.0,0,1974,0,0,1.0,0.0,0.0,0.0,0.0
4217,285000,3,1.75,1600,7500,1.0,3,7.0,0,1998,0,0,1.0,0.0,0.0,0.0,0.0
4219,329500,5,1.75,3290,8000,1.0,3,7.0,1500,1968,0,0,0.0,0.0,1.0,0.0,0.0
4220,1570000,4,2.25,2890,18226,3.0,3,10.0,0,1984,1,4,1.0,0.0,0.0,0.0,0.0
4221,379260,3,2.5,1730,7202,1.0,3,7.0,400,1991,0,0,0.0,0.0,1.0,0.0,0.0
4222,356000,3,2.5,1590,3411,2.0,3,7.0,0,2000,0,0,1.0,0.0,0.0,0.0,0.0
4223,571900,4,1.75,1710,8947,1.0,4,7.0,0,1956,0,0,1.0,0.0,0.0,0.0,0.0
4224,271500,3,1.75,1995,18360,2.0,3,7.0,0,1957,0,0,1.0,0.0,0.0,0.0,0.0
4225,390000,3,1.75,1300,10030,1.0,4,7.0,0,1967,0,0,1.0,0.0,0.0,0.0,0.0
4226,550000,3,2.5,2720,62310,1.0,3,8.0,680,1985,0,0,0.0,0.0,1.0,0.0,0.0
4227,755000,2,2.5,1360,2070,2.0,3,8.0,0,1999,0,0,1.0,0.0,0.0,0.0,0.0
4228,509500,2,2.5,1590,1485,2.0,3,8.0,290,1994,0,0,0.0,0.0,1.0,0.0,0.0
4229,486700,2,1.0,1200,6278,1.0,3,7.0,120,1942,0,0,0.0,0.0,1.0,0.0,0.0
4230,527500,2,1.0,1170,3000,1.5,3,7.0,0,1910,0,0,1.0,0.0,0.0,0.0,0.0
4231,475000,5,2.5,2010,3600,1.5,3,6.0,500,1912,0,0,0.0,0.0,1.0,0.0,0.0
4232,268000,3,2.75,1880,1793,2.0,3,7.0,70,2001,0,0,0.0,0.0,1.0,0.0,0.0
4233,562000,3,2.0,3250,50529,2.0,4,8.0,0,1978,0,0,1.0,0.0,0.0,0.0,0.0
4234,780000,4,2.5,2270,13449,1.0,4,9.0,960,1975,0,0,0.0,0.0,0.0,1.0,0.0
4236,710000,3,2.0,1880,3000,1.0,4,8.0,840,1931,0,0,0.0,0.0,1.0,0.0,0.0
4237,445000,3,1.0,1050,5664,1.0,4,7.0,140,1947,0,0,0.0,0.0,1.0,0.0,0.0
4238,729000,3,3.25,2250,60548,1.0,3,9.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
4239,384400,3,3.25,1689,1388,3.0,3,8.0,0,2008,0,0,1.0,0.0,0.0,0.0,0.0
4240,815000,6,3.0,2860,17853,1.0,3,8.0,1430,1962,0,0,0.0,1.0,0.0,0.0,0.0
4241,865000,4,2.5,2710,4069,3.0,4,10.0,0,1990,0,0,1.0,0.0,0.0,0.0,0.0
4242,514000,3,2.0,1770,7200,1.0,4,7.0,0,1967,0,0,1.0,0.0,0.0,0.0,0.0
4243,615000,4,2.75,2820,13193,1.0,3,8.0,960,1965,0,0,0.0,0.0,1.0,0.0,0.0
4244,865000,4,3.25,3400,99170,1.0,4,8.0,1400,1980,0,0,0.0,0.0,1.0,0.0,0.0
4245,755000,4,2.5,3110,6930,2.0,3,9.0,0,2004,0,0,1.0,0.0,0.0,0.0,0.0
4246,425000,4,1.0,1480,8321,1.0,3,7.0,400,1953,0,0,0.0,0.0,1.0,0.0,0.0
4247,375000,2,1.0,940,9839,1.0,3,6.0,0,1910,0,0,1.0,0.0,0.0,0.0,0.0
4248,750000,4,2.5,2680,4548,2.0,3,8.0,0,2009,0,0,1.0,0.0,0.0,0.0,0.0
4249,722000,4,2.75,3190,5408,2.0,3,9.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
4250,1011000,3,2.5,1920,4480,2.0,3,9.0,0,1949,0,1,1.0,0.0,0.0,0.0,0.0
4251,725000,3,2.5,2610,7510,2.0,3,9.0,0,1996,0,0,1.0,0.0,0.0,0.0,0.0
4252,170000,3,0.75,1040,42180,1.0,2,6.0,0,1947,0,0,1.0,0.0,0.0,0.0,0.0
4253,845000,4,3.25,2880,35315,1.0,3,11.0,610,1982,0,0,0.0,0.0,0.0,1.0,0.0
4254,271900,3,2.0,1450,8771,2.0,4,7.0,0,1991,0,0,1.0,0.0,0.0,0.0,0.0
4256,261500,4,2.5,2460,7800,1.0,3,8.0,960,1977,0,0,0.0,0.0,1.0,0.0,0.0
4257,619500,3,2.5,2170,5000,2.0,3,9.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
4258,435000,5,2.25,1970,15247,1.0,3,7.0,520,1986,0,0,0.0,0.0,1.0,0.0,0.0
4259,210000,3,1.0,1000,5454,1.0,3,7.0,0,1954,0,0,1.0,0.0,0.0,0.0,0.0
4260,489950,3,2.0,1580,4010,1.0,4,7.0,790,1909,0,0,0.0,0.0,1.0,0.0,0.0
4261,260000,4,1.5,2130,8800,1.0,3,7.0,1030,1962,0,0,0.0,0.0,1.0,0.0,0.0
4262,300000,4,1.0,1370,8499,1.0,3,7.0,0,1949,0,0,1.0,0.0,0.0,0.0,0.0
4263,530000,4,2.0,2150,14161,1.0,3,8.0,820,1966,0,2,0.0,0.0,1.0,0.0,0.0
4264,235000,3,1.75,1370,14030,1.0,4,8.0,0,1977,0,0,1.0,0.0,0.0,0.0,0.0
4265,593500,3,1.0,1370,4000,2.0,4,8.0,0,1918,0,0,1.0,0.0,0.0,0.0,0.0
4266,562000,3,3.0,3290,80471,2.0,4,8.0,960,1975,0,2,0.0,0.0,1.0,0.0,0.0
4269,199500,3,1.75,1690,8901,1.0,3,7.0,0,1986,0,0,1.0,0.0,0.0,0.0,0.0
4270,544500,5,1.0,1690,3240,1.5,3,7.0,0,1914,0,0,1.0,0.0,0.0,0.0,0.0
4271,394900,3,1.0,1430,13370,1.0,3,7.0,0,1962,0,0,1.0,0.0,0.0,0.0,0.0
4272,912000,4,3.75,1980,4095,2.0,3,9.0,0,2009,0,0,1.0,0.0,0.0,0.0,0.0
4273,260000,3,2.5,1490,8102,2.0,4,7.0,0,1990,0,0,1.0,0.0,0.0,0.0,0.0
4275,1275000,4,2.5,2720,16454,1.0,5,9.0,850,1963,0,1,0.0,0.0,0.0,1.0,0.0
4276,242150,4,1.75,1490,8544,1.0,4,7.0,0,1970,0,0,1.0,0.0,0.0,0.0,0.0
4277,220000,3,1.75,1230,7200,1.0,3,7.0,0,1986,0,0,1.0,0.0,0.0,0.0,0.0
4278,235000,3,2.0,1900,7980,1.0,4,7.0,560,1977,0,0,0.0,0.0,1.0,0.0,0.0
4279,370000,3,1.75,1530,10300,1.0,4,7.0,0,1978,0,0,1.0,0.0,0.0,0.0,0.0
4280,450000,3,1.75,2290,44866,1.0,3,8.0,900,1981,0,0,0.0,0.0,1.0,0.0,0.0
4281,534950,5,1.5,2240,6337,1.0,3,8.0,960,1956,0,0,0.0,0.0,1.0,0.0,0.0
4282,730000,4,2.5,3470,14271,2.0,3,9.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
4283,465000,4,2.5,3050,32450,1.0,4,8.0,1500,1983,0,0,0.0,0.0,1.0,0.0,0.0
4284,178000,3,1.0,1100,5734,1.0,4,7.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
4285,215000,3,1.0,1610,7140,1.0,3,7.0,530,1976,0,0,0.0,0.0,1.0,0.0,0.0
4286,300000,3,2.75,1910,15508,1.0,3,8.0,700,1984,0,0,0.0,0.0,1.0,0.0,0.0
4287,430000,3,2.0,1510,7066,1.0,3,7.0,280,1973,0,2,0.0,0.0,1.0,0.0,0.0
4288,183000,3,1.5,1280,4366,2.0,4,6.0,0,1985,0,0,1.0,0.0,0.0,0.0,0.0
4289,585000,3,2.5,1910,1501,2.5,3,8.0,380,2007,0,0,0.0,0.0,1.0,0.0,0.0
4290,192950,3,1.0,1170,3330,2.0,4,6.0,0,1969,0,0,1.0,0.0,0.0,0.0,0.0
4291,599000,2,1.0,1550,7713,1.0,3,7.0,0,1930,0,0,1.0,0.0,0.0,0.0,0.0
4292,326500,3,1.0,1060,7920,1.0,4,7.0,0,1968,0,0,1.0,0.0,0.0,0.0,0.0
4293,358803,2,1.0,1040,5765,1.0,3,7.0,0,1944,0,0,1.0,0.0,0.0,0.0,0.0
4294,537000,3,2.5,1550,12920,2.0,5,7.0,0,1999,0,0,1.0,0.0,0.0,0.0,0.0
